"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"Fbxo7",-3.6331960622755,5.7977429292907,-17.3936915162302,0.00000000472373749258409,0.000000253693922346565,11.4869965766017
"Hbb-bs",-13.5045482236627,5.52966544565296,-19.9986586649973,0.00000000114288915961659,0.0000000807305908748829,11.4867119456925
"Marchf3",-8.95188746824749,4.04291451304283,-20.0706845626524,0.0000000011017173924642,0.0000000783535393316345,11.4765700424752
"Dapk2",-7.53920461826093,3.21365674107264,-19.1070589239297,0.00000000181930022892943,0.000000117007957316147,11.4670424007592
"Pnpla8",-3.00167880814064,6.56677072119409,-17.3561966708291,0.00000000482811316727423,0.000000258632961901441,11.4574541925023
"ENSMUSG00000003178",-4.19389836585267,4.22867770964868,-17.4189373112584,0.00000000465484994788516,0.000000250640215023336,11.4469302903373
"Mapk8ip3",-3.49148243483806,5.89592651518767,-17.3063344498572,0.00000000497083946731088,0.000000264916503375509,11.4365716467073
"Plcl2",-3.11790908679566,6.66848526566365,-17.3323637369125,0.00000000489576622229483,0.00000026158455523123,11.4319277099263
"Hagh",-5.0439637141958,3.97587101454292,-17.7780862585353,0.000000003785045720282,0.00000021032742058463,11.4287297024569
"Sowaha",-9.45953059179185,1.2730113512122,-20.5669224031244,0.000000000858520152316959,0.0000000648182714999304,11.4279652960289
"Paqr9",-5.18645945686145,5.71600690587259,-17.2420713637857,0.00000000516162817918221,0.000000274382673463773,11.3834279759931
"Slc3a2",-2.93528426059094,6.74966143309887,-17.2281375990034,0.00000000520404255753518,0.00000027523309343634,11.3601583788107
"Ank",-3.30057172488419,5.38889433194567,-17.1760152164698,0.00000000536611249925733,0.000000280276668284831,11.3596500061709
"Dnaja4",-7.27786804820474,4.07905823012266,-18.29811566367,0.00000000282473737775385,0.000000166276490049816,11.3471403141598
"Dclk2",-6.41328713071894,4.24804754966966,-18.223936503506,0.00000000294372488580208,0.000000171465216602999,11.3270374196098
"Ccdc77",-3.90453733879089,6.07641551731606,-17.111722593674,0.00000000557366507868426,0.000000288198592827848,11.3187122857452
"Cnnm2",-4.08204567745226,4.38816578251441,-17.1765073463692,0.00000000536455671809253,0.000000280276668284831,11.2889123542523
"Vsir",-4.13967240415629,6.01046409334421,-17.0075053262044,0.00000000592898105465377,0.000000303558002989865,11.2610370689263
"Fn3krp",-4.22482084771242,5.52409737826756,-16.9977657884042,0.00000000596343045212565,0.000000304393495363708,11.2550734823151
"Nudt4",-2.97610346248006,6.60237414702687,-16.9946450831245,0.00000000597451480966295,0.000000304393495363708,11.2294292272075
"Ythdc1",-2.18213366619891,8.20018019465811,-17.1492213035656,0.00000000545156535676486,0.000000283291069586699,11.2288186292105
"H1f4",-2.91960652484536,7.87932384697461,-17.2302523758929,0.0000000051975807370563,0.00000027523309343634,11.2283122501347
"Mtcp1",-4.86256848950477,4.69740074938859,-17.1141415071114,0.00000000556569934573656,0.000000288198592827848,11.2239162459396
"Ubr4",-2.58694651680227,8.34886122977511,-17.223755048546,0.00000000521746164999998,0.000000275244217373923,11.2109907290744
"Dpf3",-4.94119832748397,3.36720239755145,-17.1606663242669,0.00000000541488361266428,0.000000282088361801746,11.1636997850888
"Cenpe",-2.30392541398178,8.20858841351808,-17.0243094028811,0.00000000587005397229526,0.000000301281243041105,11.0935161507719
"Cmpk2",-3.94266800975777,5.21450547078416,-16.750716577715,0.00000000691470396806122,0.000000346366830015528,11.0929273740909
"Ublcp1",-4.45001121554747,4.49815488032567,-16.805985869777,0.00000000668831927116742,0.000000336645403315427,11.0902490923026
"Gm27177",-8.08513397560887,4.89662354708521,-16.8222698737183,0.00000000662317329648267,0.000000334984672699286,11.0813696784564
"Rc3h1",-2.3843628618401,7.45482965521649,-16.8077538728433,0.00000000668121241580923,0.000000336645403315427,11.0630828872702
"Gm29438",-9.05892433171227,3.24270348772849,-19.5111869488,0.00000000146995551416907,0.0000000984917459943896,11.0531699874235
"Itga4",-2.07028044683431,9.53949367388675,-17.1758431352012,0.00000000536665661990822,0.000000280276668284831,11.0293020224399
"Herc6",-3.69634153503805,5.82411321977979,-16.5970646651498,0.00000000758925411911634,0.000000376535422224158,11.0153378040388
"Slc9a8",-3.75874628549278,5.63745114081533,-16.5681657220976,0.00000000772398372705401,0.000000382309674357129,10.9978654058481
"Mical3",-4.00495760396658,4.90749940943163,-16.5317730324523,0.00000000789737961216268,0.000000389965868147502,10.9727491142589
"mt-Co3",-4.20112188518233,9.32467026808011,-17.0908162443781,0.000000005643033237585,0.000000291063184665337,10.9611090659276
"Gtf2e2",-3.7130520025482,5.9635404329592,-16.5080953421745,0.00000000801247475570078,0.000000393782898488898,10.9564634754463
"Oas3",-5.96955492871571,4.56848056587632,-17.0404550148993,0.00000000581403822599749,0.000000299143033465026,10.9471616441245
"Gm37864",-6.30578611612085,3.4934642571788,-17.4919454992908,0.00000000446173670069885,0.00000024086442841752,10.9294875327879
"Sqstm1",-2.54626594795807,7.03970484234533,-16.5132625866469,0.00000000798720181798347,0.000000393468821473143,10.9234834208636
"Ep300",-3.06052044869154,7.37482610965333,-16.5971008866675,0.00000000758908687039312,0.000000376535422224158,10.9222275998454
"Pheta2",-3.9707064334868,4.83782459726734,-16.4505858531029,0.00000000829972639652593,0.000000405985208100487,10.9101359023035
"Tal1",-2.65890921394645,6.64590167322102,-16.4662732590828,0.00000000822027040776092,0.000000403044693545699,10.9007883055624
"Tlcd1",-5.64099137663433,3.77677299033369,-16.9456528770478,0.00000000615151217532723,0.000000311886157443963,10.8921708523814
"Ehbp1l1",-4.57115732150338,6.57764653662606,-16.3510311570875,0.00000000882394426562411,0.000000429610632259521,10.837499150246
"Mrm1",-5.0363196620883,4.77231499653386,-16.3944242998205,0.0000000085911341968996,0.000000419255396709587,10.8342114320977
"Ifrd2",-3.15818860454912,5.3602261567238,-16.2924428243747,0.00000000914928023173786,0.000000440306469905205,10.8304750518614
