"x"
"ENSMUSG00000112104"
"ENSMUSG00000101621"
"ENSMUSG00000050994"
"ENSMUSG00000019894"
"ENSMUSG00000036019"
"ENSMUSG00000085282"
"ENSMUSG00000019832"
"ENSMUSG00000088415"
"ENSMUSG00000091455"
"ENSMUSG00000112910"
"ENSMUSG00000019907"
"ENSMUSG00000020186"
"ENSMUSG00000112165"
"ENSMUSG00000091086"
"ENSMUSG00000020189"
"ENSMUSG00000020205"
"ENSMUSG00000097082"
"ENSMUSG00000112430"
"ENSMUSG00000056888"
"ENSMUSG00000020213"
"ENSMUSG00000112611"
"ENSMUSG00000055493"
"ENSMUSG00000006764"
"ENSMUSG00000020130"
"ENSMUSG00000112301"
"ENSMUSG00000020166"
"ENSMUSG00000112753"
"ENSMUSG00000112728"
"ENSMUSG00000112796"
"ENSMUSG00000095826"
"ENSMUSG00000112344"
"ENSMUSG00000060181"
"ENSMUSG00000052681"
"ENSMUSG00000112711"
"ENSMUSG00000102896"
"ENSMUSG00000112470"
"ENSMUSG00000112919"
"ENSMUSG00000028630"
"ENSMUSG00000112778"
"ENSMUSG00000020228"
"ENSMUSG00000112716"
"ENSMUSG00000051236"
"ENSMUSG00000052302"
"ENSMUSG00000034707"
"ENSMUSG00000111926"
"ENSMUSG00000034667"
"ENSMUSG00000053684"
"ENSMUSG00000020121"
"ENSMUSG00000034620"
"ENSMUSG00000034613"
"ENSMUSG00000020102"
"ENSMUSG00000111943"
"ENSMUSG00000112100"
"ENSMUSG00000020105"
"ENSMUSG00000112482"
"ENSMUSG00000112435"
"ENSMUSG00000025436"
"ENSMUSG00000078429"
"ENSMUSG00000025422"
"ENSMUSG00000040462"
"ENSMUSG00000088672"
"ENSMUSG00000025417"
"ENSMUSG00000025410"
"ENSMUSG00000040249"
"ENSMUSG00000090036"
"ENSMUSG00000040054"
"ENSMUSG00000019820"
"ENSMUSG00000112553"
"ENSMUSG00000051716"
"ENSMUSG00000025374"
"ENSMUSG00000002578"
"ENSMUSG00000045055"
"ENSMUSG00000025351"
"ENSMUSG00000078348"
"ENSMUSG00000048015"
"ENSMUSG00000034833"
"ENSMUSG00000112742"
"ENSMUSG00000019810"
"ENSMUSG00000019806"
"ENSMUSG00000015501"
"ENSMUSG00000112266"
"ENSMUSG00000112587"
"ENSMUSG00000039910"
"ENSMUSG00000078453"
"ENSMUSG00000039835"
"ENSMUSG00000110938"
"ENSMUSG00000020009"
"ENSMUSG00000071369"
"ENSMUSG00000111177"
"ENSMUSG00000019986"
"ENSMUSG00000019982"
"ENSMUSG00000111953"
"ENSMUSG00000085451"
"ENSMUSG00000037370"
"ENSMUSG00000019989"
"ENSMUSG00000039166"
"ENSMUSG00000039089"
"ENSMUSG00000111882"
"ENSMUSG00000039031"
"ENSMUSG00000019889"
"ENSMUSG00000038916"
"ENSMUSG00000075266"
"ENSMUSG00000039697"
"ENSMUSG00000000295"
"ENSMUSG00000000296"
"ENSMUSG00000063760"
"ENSMUSG00000091618"
"ENSMUSG00000112280"
"ENSMUSG00000046031"
"ENSMUSG00000039497"
"ENSMUSG00000111149"
"ENSMUSG00000111563"
"ENSMUSG00000039480"
"ENSMUSG00000110799"
"ENSMUSG00000111055"
"ENSMUSG00000111183"
"ENSMUSG00000019843"
"ENSMUSG00000040675"
"ENSMUSG00000038528"
"ENSMUSG00000019838"
"ENSMUSG00000111213"
"ENSMUSG00000038481"
"ENSMUSG00000111098"
"ENSMUSG00000038417"
"ENSMUSG00000078451"
"ENSMUSG00000075225"
"ENSMUSG00000071324"
"ENSMUSG00000085666"
"ENSMUSG00000048756"
"ENSMUSG00000019804"
"ENSMUSG00000038587"
"ENSMUSG00000075184"
"ENSMUSG00000111422"
"ENSMUSG00000019866"
"ENSMUSG00000111224"
"ENSMUSG00000038822"
"ENSMUSG00000019768"
"ENSMUSG00000112212"
"ENSMUSG00000112843"
"ENSMUSG00000019861"
"ENSMUSG00000038594"
"ENSMUSG00000058298"
"ENSMUSG00000003746"
"ENSMUSG00000097069"
"ENSMUSG00000046916"
"ENSMUSG00000047669"
"ENSMUSG00000038122"
"ENSMUSG00000071303"
"ENSMUSG00000050953"
"ENSMUSG00000112833"
"ENSMUSG00000112825"
"ENSMUSG00000112191"
"ENSMUSG00000112837"
"ENSMUSG00000112327"
"ENSMUSG00000097370"
"ENSMUSG00000019876"
"ENSMUSG00000019774"
"ENSMUSG00000019920"
"ENSMUSG00000003227"
"ENSMUSG00000019916"
"ENSMUSG00000009654"
"ENSMUSG00000009647"
"ENSMUSG00000020111"
"ENSMUSG00000112673"
"ENSMUSG00000020109"
"ENSMUSG00000020108"
"ENSMUSG00000020107"
"ENSMUSG00000004207"
"ENSMUSG00000020101"
"ENSMUSG00000012819"
"ENSMUSG00000020099"
"ENSMUSG00000059901"
"ENSMUSG00000037151"
"ENSMUSG00000020081"
"ENSMUSG00000085347"
"ENSMUSG00000020077"
"ENSMUSG00000036955"
"ENSMUSG00000047146"
"ENSMUSG00000020070"
"ENSMUSG00000112267"
"ENSMUSG00000019873"
"ENSMUSG00000037876"
"ENSMUSG00000078488"
"ENSMUSG00000037868"
"ENSMUSG00000057134"
"ENSMUSG00000037846"
"ENSMUSG00000019947"
"ENSMUSG00000019945"
"ENSMUSG00000112083"
"ENSMUSG00000090622"
"ENSMUSG00000019944"
"ENSMUSG00000069601"
"ENSMUSG00000064065"
"ENSMUSG00000048701"
"ENSMUSG00000060733"
"ENSMUSG00000015202"
"ENSMUSG00000112057"
"ENSMUSG00000009070"
"ENSMUSG00000020175"
"ENSMUSG00000009681"
"ENSMUSG00000112116"
"ENSMUSG00000033444"
"ENSMUSG00000020178"
"ENSMUSG00000033416"
"ENSMUSG00000006345"
"ENSMUSG00000006344"
"ENSMUSG00000020196"
"ENSMUSG00000033318"
"ENSMUSG00000019796"
"ENSMUSG00000050157"
"ENSMUSG00000020230"
"ENSMUSG00000001150"
"ENSMUSG00000033105"
"ENSMUSG00000001120"
"ENSMUSG00000078444"
"ENSMUSG00000020262"
"ENSMUSG00000000290"
"ENSMUSG00000009291"
"ENSMUSG00000069581"
"ENSMUSG00000009292"
"ENSMUSG00000000374"
"ENSMUSG00000112300"
"ENSMUSG00000118646"
"ENSMUSG00000039981"
"ENSMUSG00000032788"
"ENSMUSG00000112623"
"ENSMUSG00000112842"
"ENSMUSG00000055704"
"ENSMUSG00000032763"
"ENSMUSG00000060301"
"ENSMUSG00000112907"
"ENSMUSG00000023175"
"ENSMUSG00000015755"
"ENSMUSG00000035863"
"ENSMUSG00000095615"
"ENSMUSG00000035697"
"ENSMUSG00000035673"
"ENSMUSG00000003068"
"ENSMUSG00000045193"
"ENSMUSG00000035504"
"ENSMUSG00000043822"
"ENSMUSG00000020167"
"ENSMUSG00000003341"
"ENSMUSG00000035397"
"ENSMUSG00000113640"
"ENSMUSG00000112360"
"ENSMUSG00000003344"
"ENSMUSG00000003348"
"ENSMUSG00000020216"
"ENSMUSG00000035242"
"ENSMUSG00000035206"
"ENSMUSG00000048240"
"ENSMUSG00000034917"
"ENSMUSG00000034902"
"ENSMUSG00000020232"
"ENSMUSG00000034854"
"ENSMUSG00000034792"
"ENSMUSG00000034758"
"ENSMUSG00000054708"
"ENSMUSG00000112640"
"ENSMUSG00000112051"
"ENSMUSG00000061371"
"ENSMUSG00000078435"
"ENSMUSG00000047712"
"ENSMUSG00000062931"
"ENSMUSG00000073427"
"ENSMUSG00000020251"
"ENSMUSG00000056821"
"ENSMUSG00000020250"
"ENSMUSG00000034612"
"ENSMUSG00000020263"
"ENSMUSG00000112133"
"ENSMUSG00000111514"
"ENSMUSG00000097076"
"ENSMUSG00000020034"
"ENSMUSG00000034453"
"ENSMUSG00000020037"
"ENSMUSG00000049038"
"ENSMUSG00000020042"
"ENSMUSG00000001786"
"ENSMUSG00000059602"
"ENSMUSG00000112282"
"ENSMUSG00000044937"
"ENSMUSG00000112743"
"ENSMUSG00000089656"
"ENSMUSG00000015305"
"ENSMUSG00000035311"
"ENSMUSG00000020061"
"ENSMUSG00000004356"
"ENSMUSG00000097597"
"ENSMUSG00000074802"
"ENSMUSG00000047638"
"ENSMUSG00000019935"
"ENSMUSG00000111674"
"ENSMUSG00000019951"
"ENSMUSG00000019979"
"ENSMUSG00000019961"
"ENSMUSG00000110847"
"ENSMUSG00000111013"
"ENSMUSG00000020015"
"ENSMUSG00000008398"
"ENSMUSG00000020019"
"ENSMUSG00000036112"
"ENSMUSG00000020023"
"ENSMUSG00000074785"
"ENSMUSG00000112677"
"ENSMUSG00000045867"
"ENSMUSG00000074781"
"ENSMUSG00000020029"
"ENSMUSG00000112439"
"ENSMUSG00000074780"
"ENSMUSG00000112762"
"ENSMUSG00000112290"
"ENSMUSG00000111981"
"ENSMUSG00000102310"
"ENSMUSG00000112647"
"ENSMUSG00000019790"
"ENSMUSG00000112146"
"ENSMUSG00000112346"
"ENSMUSG00000090035"
"ENSMUSG00000019952"
"ENSMUSG00000019960"
"ENSMUSG00000112544"
"ENSMUSG00000112265"
"ENSMUSG00000111962"
"ENSMUSG00000035530"
"ENSMUSG00000001552"
"ENSMUSG00000019302"
"ENSMUSG00000017801"
"ENSMUSG00000035112"
"ENSMUSG00000078652"
"ENSMUSG00000017119"
"ENSMUSG00000065944"
"ENSMUSG00000010841"
"ENSMUSG00000017314"
"ENSMUSG00000034793"
"ENSMUSG00000006574"
"ENSMUSG00000087330"
"ENSMUSG00000018677"
"ENSMUSG00000082312"
"ENSMUSG00000020932"
"ENSMUSG00000020937"
