"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"1700006J14Rik",151.301492385772,-2.24201781359254,0.759540843338946,-2.95180678334112,0.00315920546556136,0.0282480296248171
"mt-Co2",16122.6350346687,-2.23397481288124,0.75235372337543,-2.9693144906076,0.00298464963257828,0.0270420831530112
"Rab7b",189.163268606707,-2.2218076413442,0.472974556803938,-4.69752042553359,0.00000263338857264054,0.0000717773945282722
"Dpf3",2175.78084907043,-2.22044624156732,0.292814177010181,-7.58312409678893,0.0000000000000337331908084741,0.00000000000551672602481785
"Sh2d4a",310.682777236735,-2.21773445223146,0.658707329806832,-3.36679789623992,0.000760463981320699,0.00908446161469591
"Irf8",2159.93535993711,-2.21637438666771,0.23285985293948,-9.51806143776851,0.00000000000000000000176439619056821,0.000000000000000000961831176685083
"mt-Atp6",42281.8333004782,-2.21501370330965,0.407314138437812,-5.43809677661812,0.0000000538527228699266,0.00000235483270003952
"Ms4a6c",1394.09084024823,-2.18217701516401,0.234367606548329,-9.31091564786714,0.0000000000000000000126735006137971,0.00000000000000000609595379523642
"Steap3",598.686166026662,-2.17938081584328,0.304114849366285,-7.16630845348288,0.000000000000770470727258585,0.0000000000954566535877795
"Cecr2",937.977851506467,-2.16009556206708,0.300597982141145,-7.18599488486522,0.000000000000667195421224609,0.0000000000839331839900559
"Slc25a21",1206.79580059994,-2.15144541047893,0.74765537382134,-2.87758971019319,0.00400725952153204,0.0339558146192409
"Myh10",5858.84557826853,-2.14753373266279,0.715310409728958,-3.00224029100391,0.00268000539935164,0.0249594580301804
"Cpa3",1331.5599422513,-2.14405595629692,0.312588817100946,-6.85902962294563,0.00000000000693298630723998,0.000000000722178713812756
"Abca9",303.494717746284,-2.14228044634446,0.605127849310913,-3.5402112938348,0.000399806801947,0.00537258869272082
"Csf1r",1334.93556207717,-2.13667217143901,0.39475983264549,-5.41258759058657,0.0000000621204507445614,0.00000268761336369459
"Reps2",275.601035757598,-2.13212271278725,0.31048639231266,-6.8670407643508,0.00000000000655473445368406,0.000000000696078748412657
"Ache",1793.72908490947,-2.12825512769277,0.299361617902859,-7.10931195054995,0.00000000000116622881694711,0.000000000141277822758171
"Pf4",288.261537751213,-2.12218568375893,0.537335384220329,-3.94946200469976,0.0000783270423290859,0.00139842843913741
"Il1rl1",1308.06025386812,-2.11650965363282,0.444164448672766,-4.76514871903252,0.00000188714405772451,0.0000544309592945796
"Gna14",145.623194473041,-2.09932463731128,0.67848671032989,-3.09412786624894,0.00197392393194342,0.0196545496765438
"Mpo",34650.9379857114,-2.0910732955894,0.379060149298014,-5.51646829523462,0.0000000345879852545198,0.00000155925638827496
"Rab44",2317.68721064914,-2.08399684347022,0.311392498596383,-6.69250817814796,0.0000000000219377483989329,0.00000000195736450915658
"Smim1",398.053676264487,-2.07008688763413,0.450622729466769,-4.59383593473793,0.00000435171563613914,0.000109827094928116
"Arap3",632.262350782278,-2.06435104915922,0.316393802936524,-6.52462541933344,0.0000000000681716860432057,0.00000000560241082186224
"Hspa1b",1311.98009028561,-2.04224711699562,0.312319175044863,-6.53897448564361,0.0000000000619420901974452,0.00000000514213676694933
"Abcb6",2627.72413174646,-2.03870047937471,0.302429597331397,-6.74107460831864,0.0000000000157219444657276,0.0000000014608902260938
"Tlcd4",1656.82088206745,-2.02443475059021,0.399507197698795,-5.06732985601055,0.000000403434832297904,0.0000142808944748916
"Gm10110",1139.55417096812,-2.02377765771518,0.415684219564776,-4.86854579140409,0.0000011242247397771,0.0000350869683097609
"Abcg4",497.665868706376,-2.01609038248911,0.395541920351816,-5.09703340848397,0.000000345017458738323,0.0000124556634000144
"Tspan8",8114.84199428932,-2.00399299505573,0.312897444960169,-6.4046320202801,0.000000000150732477262777,0.000000011794636043806
"Gbp2",966.80904747707,2.00570186232793,0.293913372766169,6.82412590979188,0.00000000000884622707338982,0.000000000898846853863451
"St14",222.083323528546,2.00883349830601,0.46648749451549,4.30629657155645,0.0000166010454756491,0.000370892756432739
"Acer2",123.393306036024,2.01012347952659,0.637273002030316,3.15425802304891,0.00160906753765859,0.0167502804015714
"Shisa8",97.3975940901635,2.01057084308526,0.591036615263,3.40177036610599,0.000669508680070521,0.00820775483798599
"Mcoln2",370.633451614111,2.01366773727317,0.319627745280143,6.30004049087871,0.000000000297567900174083,0.0000000219208353128241
"Ctla2b",454.409684296621,2.01938460145638,0.264646277278031,7.63050446893254,0.000000000000023383685908684,0.00000000000386279595303654
"Mmrn1",1728.49576755832,2.02615407519973,0.286255100119583,7.07814140028702,0.00000000000146100613773219,0.000000000170666388403373
"Carmil2",190.472410661568,2.03046114021768,0.442936360359684,4.58409225778813,0.0000045596289785263,0.000114544043494346
"Fcgrt",335.151731792592,2.03607060018463,0.370585264986008,5.49420279908188,0.0000000392479272789159,0.00000174893897198744
"Ets1",1354.87669535939,2.03697682176629,0.183938634392451,11.0742195542249,0.000000000000000000000000000167331699418091,0.00000000000000000000000018243617415223
"Socs3",510.157404416257,2.03968473025455,0.259935155046144,7.84689831543741,0.00000000000000426452743757219,0.00000000000079252365584154
"Gm37352",351.757239520597,2.04108758868695,0.533202157628391,3.82798073767261,0.000129198864846433,0.00212140385110297
"Man1c1",226.26100902007,2.04181806391135,0.482579890119626,4.23104672555917,0.0000232606341602558,0.000501852785035388
"Irs2",877.535300791634,2.04566557163893,0.306775113997767,6.66829047826159,0.0000000000258800177964278,0.00000000228779357320422
"Irgm2",1454.66307144287,2.04893192035625,0.229570160000615,8.92507946307464,0.00000000000000000044537935563836,0.000000000000000169389162374645
"Etohd2",239.849261733093,2.06008288618215,0.557285832999722,3.69663602444956,0.00021847522215553,0.00326594495715863
"C3",6158.40596371831,2.06024820232648,0.725061916822034,2.84147898893464,0.00449048108488017,0.0371083009914757
"ENSMUSG00000097531",2020.10940301366,2.07344456962899,0.442074983264304,4.69025538228507,0.00000272864265594625,0.0000741266146102077
"Sbf2",158.75552826395,2.07976917937959,0.397167231080048,5.23650748759889,0.000000163643606364185,0.00000635683500826574
"Itk",138.188158765813,2.08186731334573,0.723770828638696,2.87641782587648,0.00402216907205791,0.0340284791279067
"Rhou",412.941484581386,2.08340572116709,0.413168020673411,5.04251446607945,0.000000459454009081373,0.0000160211319072852
"Dntt",4675.63599178405,2.08946967811261,0.233337628607366,8.95470520799941,0.000000000000000000340644604963783,0.000000000000000135875655355554
"Fam110c",212.649578719932,2.09094926898316,0.663136557855494,3.15312018952031,0.00161535283380311,0.0167943294621844
"Txlnb",73.1560868438523,2.09387950268277,0.673193208515475,3.11036932071877,0.00186853554670012,0.0188522071656058
"P2ry13",95.4979500463115,2.09576342238567,0.681172921618127,3.07669808336946,0.00209307182945235,0.0205586166359542
"Fhdc1",25449.4735636027,2.09679345156487,0.317829571504198,6.59722580765954,0.0000000000418922473550809,0.00000000358694143060206
"Apobr",735.387137248452,2.10084619451496,0.317170690348424,6.62370849023627,0.0000000000350297258957379,0.00000000303109067353914
"Alcam",1367.53725869403,2.1032678222739,0.245155168197696,8.57933299035246,0.00000000000000000954248591946384,0.00000000000000312115629453823
"Obsl1",109.332259394044,2.10456968344222,0.672433627792388,3.12978054109453,0.00174936942061035,0.0178695737068467
"Mirt1",302.403744460601,2.12639669633065,0.463650393999603,4.58620702980028,0.00000451371033004176,0.000113564951903851
"Tspyl4",196.436981393428,2.12778023326552,0.448562606028748,4.74355241535482,0.00000210002573620898,0.000059521353362152
"Dusp5",960.982655187287,2.12818875795048,0.441947274616722,4.81548112225864,0.00000146845646537267,0.0000437434190067481
"Gcnt2",4169.74221435223,2.13362659586263,0.365780714149042,5.83307570172566,0.00000000544148647301005,0.000000296633565932021
"Rtl5",270.937126304425,2.13552625282886,0.596969164872927,3.57728066789419,0.000347187326195624,0.0048036391984799
"Arhgef10",225.185269202319,2.13581208352005,0.564899184214359,3.78087301805977,0.00015627937411141,0.00249589148849414
"Pde8a",146.866863203113,2.14792292295016,0.65498169236355,3.27936329823085,0.00104041602802781,0.0117587862628658
"Triqk",79.6430330392351,2.15070167961907,0.784475897310416,2.74157776802674,0.00611448845515964,0.0470792580958949
"Dcaf12l1",108.702452037594,2.16379562698852,0.61977346786085,3.49126856697636,0.00048073275155807,0.00621003429619327
"Ttc39b",569.044956423617,2.16407731835286,0.578896242437734,3.73828185382569,0.000185282161850372,0.00286670243604634
"Gpr161",135.046467461487,2.17337292894843,0.567601413377463,3.82904777494469,0.000128640034992391,0.00211845436590946
"Map9",143.67868300249,2.17830045069925,0.468665777566262,4.64787606641766,0.00000335370298448359,0.0000887483149000721
"Plaur",331.712869962876,2.17858406364078,0.644101876868058,3.38235944014655,0.000718660447423905,0.00866738418670394
"Hyal1",210.068659431171,2.1785919928929,0.584529956131965,3.72708356524512,0.000193708247738042,0.00296620288717972
"4833407H14Rik",125.855810986702,2.1842235737489,0.460033565452907,4.74796566550206,0.00000205472906035132,0.0000586440472128892
"Sgk1",243.939965609907,2.19885022090989,0.488178715660956,4.50419108898023,0.0000066626235796259,0.000162385314487633
"Stxbp4",1959.42810857446,2.20875292305095,0.187322740885378,11.7911627419677,0.0000000000000000000000000000000433514145947246,0.0000000000000000000000000000886211292852659
"Spry1",252.031820655926,2.20932333916238,0.555539249799315,3.97689873390671,0.0000698198800380307,0.00127579253423682
"Hnf4a",357.84996643479,2.21216015890337,0.428970754044886,5.1569020452893,0.00000025106905945664,0.00000935303735388129
"Gimap5",254.815911716455,2.21431068037782,0.380231264579711,5.82358918545378,0.00000000575970553569597,0.000000311901405068781
"Spp1",136.787994618863,2.21996181916619,0.717498953076446,3.09402795592604,0.00197458879286789,0.0196545496765438
"Lck",199.054298796408,2.23368751403314,0.374257197240527,5.96832213382286,0.0000000023970575979251,0.000000140507096618162
"Eya2",354.880042383669,2.23378634386863,0.360499663527295,6.19636179965394,0.000000000577832190948519,0.0000000397053262637483
"Prg2",4328.14547751508,2.23475233467649,0.604190471436141,3.69875468139137,0.000216659881380445,0.00324473965210238
"Adgrd1",82.1322127199305,2.24165444187682,0.781981680520995,2.86663293746641,0.00414863880562335,0.0348804665309482
"Eps8",471.679948717621,2.24466401128675,0.355768927585909,6.3093312463178,0.00000000028024374534827,0.000000020738037155772
"Cyp2j6",355.830726220315,2.24516462548142,0.318759505349072,7.04344368655845,0.00000000000187545818675761,0.000000000214484218085552
"Card19",197.110749811785,2.2455449641524,0.461293852971905,4.86792735191545,0.00000112774769426478,0.0000351298776990594
"Zfp827",185.767072213469,2.24820969497602,0.457113813445289,4.91827118071789,0.000000873119004345764,0.0000279432254345805
"Sik1",1850.56208231512,2.24833905267906,0.367468660165852,6.11845116713982,0.000000000944892281838789,0.000000060599091675261
"Inppl1",134.95364474941,2.25116411512822,0.68894754312722,3.26754066776971,0.00108486278923928,0.0121769705252019
"Gvin2",11327.2728772557,2.25265519334134,0.303511880405138,7.42196710828722,0.00000000000011539347432939,0.0000000000171558625380259
"Gm20712",158.672479198589,2.25610786871158,0.789857045447987,2.8563496163182,0.00428542960002705,0.0358485502193568
"Nr4a2",301.682295372919,2.25808772078627,0.518289698178356,4.35680610423634,0.000013197408017303,0.00029769711822755
"Lyz2",33607.3065145434,2.26437264056163,0.407726371103546,5.55365755330692,0.0000000279753281821891,0.00000130716719169006
"Plscr4",229.571957860822,2.26939325488168,0.491006079244719,4.62192496348016,0.00000380195543938006,0.0000985375265540753
"ENSMUSG00000029333",214.816556697694,2.27880404207155,0.756232876664839,3.01336283093325,0.00258369811455412,0.0242559121500678
"Krt7",55.3782853524317,2.28574720907564,0.750130570772348,3.04713245684973,0.00231035877260859,0.0223175471749798
"Irf4",105.041168477735,2.30107533290149,0.572922467541999,4.01638173272164,0.000059098500634732,0.00111347566748895
"Rdh12",199.775324707373,2.3048124846889,0.663097496456133,3.47582745675677,0.000509279830471802,0.00651581952096517
"Itsn1",35771.8889869451,2.30533830317685,0.259055835269208,8.8990016410214,0.000000000000000000563512612210394,0.000000000000000209447392274745
"Arhgef9",82.1059358122411,2.31141398558256,0.750870890479057,3.07831081866534,0.00208177660862854,0.0204599607316773
"Trp53i11",225.55515715321,2.31416205790733,0.57380347101076,4.03302206211982,0.0000550641077958177,0.0010517570316407
"Tle2",90.0262318464384,2.31547014507942,0.61734899206015,3.75066643804259,0.000176365190851142,0.00274431620473794
"Clec5a",984.443860660228,2.31945520749539,0.375909329411528,6.17025177621,0.000000000681813350023765,0.0000000457799313447481
"Trp53inp2",267.320098100373,2.32355964676482,0.707880608085929,3.28241743059977,0.00102921122555896,0.0116482493998555
"Prkcb",620.956916825184,2.32839804779306,0.308058290512125,7.55830347536585,0.0000000000000408360406303938,0.0000000000064838117327132
"Dst",2141.43380277869,2.33389373675735,0.23642018855773,9.87180388864061,0.0000000000000000000000551635093341987,0.000000000000000000033412741913018
"Trem3",502.676065626566,2.33537361851726,0.690286440392063,3.38319497800194,0.000716477461163383,0.0086538200885273
"Esam",112.459015361351,2.34349186110634,0.826080390177805,2.83688111831578,0.00455565711367984,0.03749554487261
"Fas",93.1229922651064,2.34362693561883,0.804167356946278,2.91435223697521,0.00356427496439456,0.0309231579669542
"Slc6a15",120.715627612319,2.34780433792464,0.556875050385724,4.21603434432628,0.0000248635910667477,0.000531528324582472
"Sulf2",221.799859218905,2.35325043181327,0.79427573987756,2.96276256930122,0.00304891648143085,0.0274498191441871
"Cd4",82.8910969553011,2.35478161005014,0.683170929381979,3.44684105949935,0.000567182155654925,0.0071187236942292
"Gcsam",85.3865618554676,2.35515920365382,0.695744188698148,3.38509360467776,0.000711539857986438,0.00860053424797502
"Gprasp2",196.728341858643,2.36197895100975,0.389840597800417,6.05883267247346,0.00000000137112931156899,0.0000000842986795541325
"Tmem273",169.445353799239,2.36476526911331,0.707788841116206,3.34106040070369,0.00083459064556481,0.00978415442119492
"Cyp2j9",524.558755729583,2.36611341136983,0.249238339117232,9.49337657982426,0.00000000000000000000223669239150519,0.00000000000000000117996346357019
"Col16a1",229.416801654114,2.36875772819013,0.425150702362609,5.57157195090279,0.0000000252451064084906,0.00000120366900934243
"Galm",145.768949568451,2.37185720409509,0.666883012802544,3.55663161088401,0.000375640331500128,0.00508966195638202
"Nlrp1b",90.7574018791145,2.37267787007542,0.809553860653564,2.93084621714969,0.00338040077572564,0.0296583016556958
"Clic5",369.134757017507,2.37369415627919,0.367719171227609,6.45518194864507,0.000000000108088959322866,0.00000000858100408138911
"Slfn5",742.95161761402,2.38124138092031,0.284114133067089,8.38128450427356,0.0000000000000000523531828121139,0.0000000000000138094185759566
"Gimap6",3271.28359188502,2.40126060091516,0.198437564670159,12.1008368798847,0.0000000000000000000000000000000010453995562253,0.00000000000000000000000000000341929286850172
"Ptafr",497.207289307455,2.40204072649654,0.39205066666707,6.12686300706218,0.000000000896285776305469,0.0000000579361959909077
"Ncam1",535.230911020755,2.40365421117568,0.482268690143759,4.98405610876207,0.000000622650108865588,0.0000208664341811226
"Cd33",434.74919951327,2.41033357543763,0.391187198888026,6.16158601889109,0.000000000720199307606275,0.0000000476847752088786
"Oasl2",1749.5870913272,2.41392131495233,0.204002615531937,11.8327959112584,0.0000000000000000000000000000000264192614268708,0.0000000000000000000000000000617229430535778
"Gm9949",71.3380166997828,2.41468761171491,0.733903069974329,3.29019963331039,0.00100116325734995,0.0114097727600705
"Samd10",99.1324178888427,2.42523549806455,0.755432556789396,3.21039314002014,0.00132553543410392,0.0143182341409085
"Ear2",968.92855611593,2.42558699818743,0.35599108438934,6.81361726333184,0.0000000000095174710237383,0.000000000954900129584148
"Mgst2",161.677090427698,2.42838769314619,0.744999414667245,3.25958335716389,0.00111575987792983,0.0124214683755374
"Nsg1",47.1832104266361,2.43765704027551,0.832555922662793,2.92791988372272,0.00341237961311979,0.029874762415932
"Prom1",518.164094847858,2.44306875165769,0.424161156657175,5.75976539415249,0.00000000842309259068104,0.000000440099860153347
"Nfatc2",215.378631298465,2.44509650240566,0.451132480651613,5.41990791457529,0.0000000596297422613934,0.0000025935766088905
"Trem1",325.175664834721,2.45359038714014,0.436038179851761,5.62700813945762,0.0000000183362078644075,0.000000897815399444672
"Shisa5",1658.73616727172,2.45519572675865,0.27081473516632,9.06596062895467,0.000000000000000000123511051820109,0.0000000000000000504974935366517
"Pglyrp1",320.233550211376,2.45763385431472,0.751916051863028,3.2684949978464,0.00108121088646108,0.0121610198330018
"St6gal1",91.844853532867,2.46083137474217,0.686945505308613,3.582280334794,0.000340607993652086,0.00474068351334997
"Cebpe",623.868600838248,2.47265852077203,0.629191638695879,3.92989729789971,0.0000849821517984274,0.00150396427322384
"Gabbr1",216.843307446542,2.47641949049293,0.428310513556175,5.7818321337287,0.00000000738914221845728,0.000000391074536701134
"Mx2",77.2605201604273,2.48850670194316,0.677048421883314,3.67552249072673,0.000237363127795041,0.00350662745434516
"Itm2a",160.387453680997,2.48868929721228,0.464088432272042,5.36253249198302,0.0000000820632010971996,0.000003432382585022
"Rtp4",348.041020795071,2.49067394442922,0.422924885678166,5.88916384155402,0.00000000388154484606615,0.000000218140152620501
"Plag1",357.494278136411,2.49097872231578,0.50789329556046,4.90453160947318,0.000000936505403572073,0.0000297390473204227
"Klrb1c",53.0504933976775,2.51948475640351,0.712489098392108,3.53617306157988,0.000405968650642189,0.00543306981391355
"ENSMUSG00000089672",609.048997994421,2.52079126492683,0.488499021718558,5.16027904428261,0.000000246582031247394,0.00000920685511191754
"Spry2",191.63482884397,2.52083916013696,0.497227267826859,5.06979267479505,0.000000398249285281038,0.0000141279149923776
"Vldlr",1279.14511589409,2.52421949555527,0.84920962384276,2.97243392524559,0.00295448795695442,0.0268133718357561
"Clcf1",171.229287736237,2.52464026610043,0.529500063190961,4.76796971635097,0.00000186091747508621,0.0000538645033408141
"4833418N02Rik",123.239765420191,2.53240221508146,0.602231434868609,4.20503160157018,0.0000261045680156748,0.000552997545762105
"Galnt12",139.724488768583,2.53682597853966,0.560766207635003,4.52385672317625,0.00000607228386712217,0.000149332526861528
"Adam11",52.8458788157405,2.53781428047699,0.894579585069938,2.83687927025362,0.00455568348183173,0.03749554487261
"Sdc1",259.243227605772,2.5490427866798,0.793699001775131,3.21159883152025,0.00131998558831649,0.0142960558353164
"Abca13",2487.25204888777,2.5527940101059,0.794616721201243,3.21261048502323,0.00131534545879616,0.0142646947169446
"Fn3k",7100.65310712736,2.56040657908854,0.376967160823181,6.79212102586707,0.0000000000110496788495496,0.00000000107563361848532
"Snora7a",323.90890958194,2.57067355077008,0.846227969107484,3.03780263075134,0.00238309982229424,0.0228616620936058
"Bhlhe40",352.696022682112,2.57873273021881,0.341495841446144,7.55128589355162,0.0000000000000430981600002131,0.00000000000677718566003351
"Hoxa10",108.996549984078,2.5794270185342,0.606284272864035,4.25448446213063,0.0000209531208133219,0.000453864023551081
"Plk2",548.81425916854,2.5848192037325,0.302022957135129,8.55835340548638,0.000000000000000011449094068284,0.00000000000000367134283122972
"Gm37063",39.4162526644617,2.58840420620683,0.932526751687971,2.77568895639888,0.00550848797544336,0.0434567353354562
"Rhbdf1",95.2868468730158,2.59290278403495,0.774126901968723,3.34945443368627,0.000809708727815604,0.00956099388786743
"Slco2b1",115.553025122954,2.6005841028552,0.906303747508829,2.86943986494976,0.00411199514795913,0.034638140287183
"Col4a1",268.32534238249,2.60601368601808,0.366390226376957,7.11267249617327,0.00000000000113817144996451,0.000000000138907879796415
"Adam22",367.441707928594,2.60844755355637,0.353434432598712,7.38028701498359,0.000000000000157948661051191,0.0000000000228592248038157
"6430548M08Rik",1033.14352873619,2.61331596600019,0.345491590900668,7.56405086209912,0.0000000000000390706848322085,0.00000000000626433313476409
"Scube3",117.942340015021,2.61775798797128,0.540682166132797,4.84158374724039,0.00000128808367756982,0.0000391548707490276
"Gpr35",109.298538776482,2.61863340883272,0.813172283800983,3.22026889135047,0.0012807040919469,0.013944497150266
"Gata3",83.7920001227477,2.62067742060623,0.845837404137823,3.09832292564259,0.00194619235101702,0.0194073351881294
